age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
18,4,14110,8,2,2,13,0,4,1,111,0,42,39
5,4,13003,9,4,4,1,3,4,0,0,0,34,39
38,5,17936,8,2,2,4,0,4,1,0,0,42,39
26,4,19340,15,1,4,8,1,4,0,0,0,34,39
14,4,1609,11,15,4,12,3,4,1,0,0,34,39
17,4,10638,15,1,2,1,0,2,1,0,0,34,39
11,4,14329,0,12,4,7,4,4,0,0,0,34,39
38,0,22735,6,11,4,0,3,4,0,0,0,39,39
49,4,4365,7,3,2,7,0,4,1,98,0,34,41
34,4,2532,11,15,3,7,1,4,1,0,0,45,39
8,6,25938,15,1,4,5,3,4,0,0,0,45,39
35,6,10959,11,15,2,5,0,4,1,0,0,94,39
6,4,13482,11,15,4,1,3,4,0,0,0,7,39
11,4,24610,8,2,4,13,3,4,0,35,0,29,39
15,4,25908,11,15,2,14,3,4,1,0,0,68,26
32,4,24077,12,5,4,10,1,4,1,0,0,34,39
2,0,22567,15,1,4,0,3,4,0,0,0,23,39
9,4,11894,11,15,2,1,5,4,0,0,0,34,39
22,4,7659,15,1,0,7,1,4,1,0,0,34,39
9,4,15389,11,15,2,1,0,4,1,0,0,34,39
45,4,2470,15,1,4,3,1,4,0,117,0,32,39
31,4,25030,15,1,0,7,4,4,1,0,0,34,39
30,4,1841,9,4,0,10,4,4,0,0,0,33,10
13,4,26988,8,2,2,7,0,4,1,0,0,34,39
2,4,16952,1,13,5,3,3,2,1,0,0,34,39
22,4,6044,8,2,6,4,4,4,0,0,86,34,39
14,4,26230,15,1,2,10,5,4,0,79,0,34,39
26,4,9601,11,15,6,14,4,2,1,0,0,34,39
13,2,12972,12,5,2,10,0,4,1,0,0,34,39
26,1,17277,11,15,2,3,0,2,1,0,0,34,39
25,4,14731,0,12,4,14,4,4,1,0,0,34,39
24,4,9470,11,15,4,4,4,4,0,0,0,34,39
10,4,21122,15,1,4,1,2,4,0,0,0,34,39
44,4,14346,9,4,2,4,0,4,1,0,0,34,39
9,4,25352,15,1,4,1,1,4,0,0,0,34,39
11,4,9092,8,2,4,12,1,4,1,0,0,34,39
12,4,3558,9,4,2,10,0,4,1,0,0,34,39
18,4,13126,8,2,2,13,0,2,1,0,0,31,23
27,4,9446,12,5,2,10,0,4,1,0,0,34,39
25,4,27816,0,12,2,3,0,4,1,0,0,34,39
27,2,8365,14,6,4,10,1,4,1,1,0,34,39
49,0,13120,15,1,2,0,0,4,1,0,37,34,39
14,4,18783,8,2,4,13,1,4,1,0,0,34,39
45,4,18836,0,12,6,6,1,4,0,0,0,34,39
18,4,28397,9,4,2,8,5,4,0,0,0,25,39
28,4,5076,15,1,2,3,0,4,1,0,0,34,39
41,5,10301,9,4,2,10,0,4,1,0,0,34,39
0,4,20887,2,14,4,12,3,4,1,0,0,34,39
15,4,11033,7,3,2,10,0,4,1,0,0,39,39
3,0,20023,15,1,4,0,3,4,0,0,0,34,39
20,4,24870,1,13,2,3,0,2,1,0,0,17,39
15,4,12739,12,5,2,4,0,4,1,0,0,50,39
16,2,8362,11,15,2,14,0,2,1,0,0,34,39
5,7,13280,15,1,4,1,1,4,0,0,0,6,39
48,4,24606,9,4,2,12,0,4,1,0,0,6,39
10,4,9933,15,1,4,13,1,4,0,0,0,23,39
4,0,8226,15,1,4,0,3,4,0,0,0,1,11
4,4,16472,15,1,4,6,1,4,1,0,0,42,39
11,4,2893,4,9,4,8,2,4,1,36,0,47,26
26,1,20393,12,5,2,10,0,4,1,0,0,34,39
48,2,15530,1,13,2,14,0,4,1,0,0,28,39
18,4,19202,9,4,0,4,4,4,0,0,0,34,39
30,4,13179,15,1,5,7,1,4,1,117,0,61,39
1,0,19618,15,1,4,0,3,3,0,0,0,17,39
25,5,7799,9,4,2,12,0,4,1,0,0,39,39
5,4,14701,7,3,4,1,2,4,0,0,0,34,39
20,4,12270,15,1,4,13,1,4,1,0,0,34,39
1,4,13613,1,13,4,12,3,4,0,0,0,17,39
26,4,6527,11,15,2,3,0,4,1,0,0,34,39
9,4,9783,11,15,2,10,1,2,1,0,0,34,39
44,4,12392,0,12,4,14,1,4,1,0,0,34,39
35,1,12546,15,1,2,1,0,4,1,0,0,34,39
1,0,28148,15,1,4,0,3,4,1,0,0,39,39
24,4,11100,12,5,4,10,1,4,0,0,0,34,39
2,4,28354,15,1,4,8,3,4,0,0,0,12,39
51,4,1911,9,4,2,4,0,4,1,29,0,39,39
23,0,14167,6,11,0,0,4,4,0,0,0,44,5
18,4,6610,15,1,4,14,1,4,1,0,0,34,39
27,4,19223,7,3,4,4,1,1,0,0,0,45,39
10,5,13590,2,14,2,1,0,4,1,0,0,34,39
15,7,8362,9,4,4,10,1,4,0,0,0,34,39
18,4,22799,9,4,4,10,1,4,1,0,0,45,39
23,6,18058,11,15,0,14,1,4,1,0,0,80,39
15,5,1481,14,6,2,10,0,4,1,0,0,34,39
15,4,8427,11,15,4,3,3,4,1,0,0,34,39
32,4,25014,15,1,0,7,1,4,1,67,0,39,39
33,4,23221,15,1,2,7,0,4,1,85,0,34,39
30,2,4171,15,1,2,11,0,4,1,0,0,34,39
35,4,19791,15,1,0,7,1,4,0,0,0,34,39
23,4,26494,13,0,4,8,1,4,0,0,0,12,39
3,4,15047,15,1,4,12,3,2,0,0,0,12,39
22,4,1694,15,1,4,1,3,4,0,35,0,39,39
27,4,4644,11,15,4,3,2,4,1,0,0,53,39
3,0,7921,11,15,4,0,3,4,0,0,0,44,39
10,4,12859,8,2,4,6,1,4,1,0,0,34,39
17,4,6083,11,15,2,7,0,4,1,0,52,34,39
33,4,3622,9,4,2,4,0,4,1,0,43,45,39
21,4,20757,15,1,4,12,4,4,0,0,0,34,39
9,4,21851,4,9,4,14,1,4,1,0,0,34,0
13,4,11936,11,15,2,14,0,4,1,0,0,61,39
22,1,23640,11,15,2,1,0,4,1,0,0,34,39
12,4,67,9,4,2,4,0,4,1,0,0,39,39
16,4,14160,5,10,4,5,1,4,1,0,0,34,26
50,0,23167,11,15,2,0,5,4,0,0,0,44,39
27,4,11333,9,4,2,12,0,4,1,114,0,34,39
24,2,7927,11,15,5,8,4,2,0,0,0,34,39
28,4,7969,9,4,5,10,4,4,0,0,0,51,11
23,4,19664,11,15,0,3,1,1,0,0,0,34,24
20,4,19979,12,5,0,4,1,4,1,0,0,61,39
1,0,11054,15,1,4,0,3,4,1,0,0,26,39
15,4,21526,11,15,2,7,0,4,1,94,0,50,39
18,4,23555,10,7,4,10,1,4,0,0,0,77,39
42,6,6753,9,4,2,10,0,4,1,122,0,37,39
10,6,2255,15,1,2,4,0,4,1,0,0,34,39
42,4,14805,15,1,2,4,0,4,1,0,39,39,39
33,6,21420,14,6,2,10,0,4,1,0,0,45,39
10,4,18141,15,1,4,3,1,4,1,0,0,34,39
26,4,4825,15,1,4,1,4,4,1,0,0,42,39
56,6,14585,5,10,4,1,1,4,0,0,0,95,39
29,4,2348,7,3,2,4,0,4,1,20,0,45,39
6,4,12670,15,1,4,1,3,4,1,0,0,25,39
26,5,8076,15,1,2,4,0,4,1,0,0,34,39
26,4,9463,4,9,3,9,2,4,0,0,0,34,8
36,4,14633,12,5,2,4,0,4,1,0,0,50,39
27,4,10611,9,4,2,7,0,4,1,0,0,34,39
14,7,8200,11,15,0,1,1,4,1,0,0,34,39
19,6,26327,9,4,2,12,0,4,1,0,0,45,39
41,4,526,6,11,2,6,0,2,1,0,0,56,39
16,6,22924,11,15,4,5,3,4,1,0,0,67,39
9,4,2653,7,3,4,10,1,4,0,0,0,29,39
25,2,11167,9,4,2,10,5,4,0,0,0,45,39
57,4,12058,11,15,2,6,0,4,1,54,0,3,39
7,4,25452,11,15,2,14,0,4,1,0,0,39,39
15,4,6418,11,15,4,7,2,2,1,0,0,34,39
35,4,9634,11,15,0,12,1,4,1,0,0,34,39
0,0,24819,11,15,4,0,3,4,1,0,0,5,39
23,4,11676,9,4,5,12,1,4,1,0,0,34,39
1,0,23080,15,1,4,0,3,4,1,0,0,34,39
6,0,11148,11,15,4,0,1,4,1,0,0,23,39
21,4,19155,8,2,2,3,0,4,1,111,0,34,39
24,4,1083,15,1,0,1,4,4,0,0,0,34,39
21,4,18122,9,4,2,1,0,4,1,0,0,42,39
54,4,28289,12,5,0,10,1,4,0,0,0,6,11
19,4,1204,12,5,6,13,4,1,0,0,0,34,19
28,4,13221,10,7,2,10,0,4,1,0,0,45,39
8,7,921,15,1,2,11,0,4,1,0,0,34,39
18,5,9672,11,15,2,8,0,4,1,0,0,45,33
31,5,18662,10,7,2,10,0,4,1,114,0,50,39
3,4,10785,15,1,2,12,0,4,1,0,0,34,39
24,4,4360,9,4,6,12,4,2,1,0,0,45,39
28,6,10503,15,1,2,3,0,4,1,0,10,34,39
14,1,21752,7,3,2,12,0,1,1,0,0,34,39
17,4,10034,11,15,5,1,4,4,0,0,0,25,39
44,2,5114,11,15,6,1,1,4,0,0,0,34,39
20,4,13996,15,1,0,12,1,4,1,0,0,34,28
8,4,5825,9,4,4,12,1,4,1,0,0,56,39
21,4,14593,9,4,2,4,0,4,1,0,0,45,39
2,4,23659,15,1,4,7,3,4,1,0,0,34,39
13,4,859,15,1,2,3,0,4,1,0,0,34,39
21,6,4457,11,15,2,3,0,4,1,0,0,77,39
21,4,17857,11,15,4,5,1,4,1,0,0,56,39
3,4,16492,11,15,4,12,3,4,0,0,0,23,39
27,2,24276,15,1,2,7,0,4,1,114,0,34,39
24,4,21151,15,1,0,4,1,4,0,0,0,77,39
36,4,15596,15,1,2,3,0,4,1,0,0,34,39
14,4,25154,11,15,0,1,4,4,0,0,0,31,39
32,4,15268,11,15,6,8,1,4,0,0,0,39,39
28,4,24322,9,4,4,10,1,4,1,0,0,34,39
1,4,11380,1,13,4,8,3,4,1,100,0,1,39
41,0,15724,15,1,2,0,5,4,0,0,0,12,39
11,4,8190,11,15,4,8,3,4,0,0,0,25,39
9,7,608,9,4,4,10,3,4,1,0,0,34,39
42,6,23254,11,15,2,12,5,4,0,0,0,36,39
16,6,15929,7,3,2,10,0,4,1,0,0,34,39
15,4,27938,11,15,6,7,4,4,0,0,0,34,39
20,0,20366,8,2,2,0,0,4,1,0,0,49,39
47,4,12794,11,15,6,1,1,4,0,0,0,34,39
17,6,13130,9,4,2,4,0,4,1,0,10,28,0
3,4,16836,15,1,4,6,3,4,1,0,0,17,39
6,4,1987,9,4,4,4,3,4,0,0,0,34,39
9,4,1026,0,12,2,3,2,4,1,0,0,42,39
44,4,10358,0,12,6,5,4,4,1,0,0,12,39
8,4,18817,11,15,2,7,0,4,1,0,0,34,39
18,4,9724,11,15,0,4,4,4,0,0,0,50,39
27,4,6227,4,9,2,8,0,4,1,0,0,34,33
35,4,3970,9,4,2,12,0,4,1,0,0,39,39
13,4,22072,1,13,2,6,0,4,1,0,0,45,39
16,4,27535,11,15,4,8,4,2,0,0,0,34,39
9,6,1897,6,11,2,3,0,4,1,0,0,34,32
46,4,12658,11,15,4,3,1,4,1,0,0,34,39
0,4,2382,1,13,4,1,3,4,0,0,0,7,39
13,4,26073,15,1,4,3,1,2,1,0,0,39,39
12,4,23132,8,2,2,3,0,4,1,0,0,34,39
23,4,11420,15,1,2,1,0,4,1,96,0,56,39
17,4,27497,12,5,2,4,0,4,1,0,42,45,39
24,4,14478,11,15,2,14,0,4,1,0,0,45,39
4,4,2427,15,1,4,12,3,2,0,0,0,12,39
7,4,16200,9,4,4,13,3,4,1,0,0,34,39
41,4,565,11,15,2,7,0,4,1,0,0,34,32
25,4,2889,9,4,0,1,4,4,1,120,0,39,39
18,4,22433,14,6,2,10,0,4,1,0,0,77,0
22,4,15795,11,15,2,6,0,4,1,0,0,39,39
0,4,5145,1,13,4,12,3,4,0,0,0,12,39
56,4,21966,9,4,0,4,4,4,0,0,0,34,39
17,7,8850,9,4,2,1,0,4,1,0,0,50,39
17,4,16814,11,15,0,4,4,4,0,0,0,31,39
3,2,25265,11,15,4,1,1,4,0,0,0,23,39
25,4,3172,11,15,0,4,1,2,0,97,0,45,39
17,4,1162,9,4,4,4,1,1,0,0,0,34,30
12,6,14621,11,15,4,3,1,4,1,0,0,45,39
59,4,16471,11,15,6,1,1,4,0,0,0,76,39
17,4,21752,9,4,0,12,1,0,1,0,15,56,39
27,4,5132,15,1,2,12,0,2,1,0,0,45,39
23,4,3513,11,15,2,12,2,4,0,0,0,16,39
33,4,19823,15,1,0,12,4,4,1,0,0,39,39
18,4,28263,7,3,2,4,0,4,1,0,0,45,39
24,4,9413,9,4,0,6,1,4,1,86,0,34,39
54,0,1466,4,9,2,0,0,4,1,0,0,1,39
10,4,4254,11,15,2,14,0,4,1,0,43,39,39
19,4,9309,11,15,0,14,1,4,1,117,0,39,39
39,4,16839,12,5,2,4,0,4,1,0,0,45,39
29,4,14163,9,4,6,4,4,4,0,0,0,12,39
22,4,13409,7,3,0,4,4,2,0,0,0,28,23
27,4,3341,7,3,2,4,0,4,1,0,0,49,39
42,4,1839,11,15,2,3,0,4,1,0,0,34,39
6,4,17804,9,4,4,1,1,4,0,0,0,15,39
7,4,9055,11,15,2,8,5,4,0,0,0,17,39
26,1,20645,14,6,2,10,0,1,1,0,0,45,19
4,7,22934,15,1,4,13,3,4,0,0,0,12,39
37,4,719,9,4,2,13,0,4,1,0,0,34,39
17,7,1945,9,4,2,1,0,4,1,0,0,12,22
29,4,17715,11,15,2,3,0,4,1,0,0,34,39
3,4,3481,11,15,4,6,3,4,1,0,0,34,39
6,4,16900,11,15,4,7,3,4,0,0,0,34,39
31,4,4057,0,12,5,7,3,4,0,0,0,42,39
13,0,18697,4,9,2,0,0,4,1,0,0,34,26
33,0,7998,0,12,2,0,0,4,1,0,0,95,39
15,4,19862,0,12,4,8,4,4,0,0,0,17,39
4,4,24430,15,1,4,8,3,4,0,0,0,34,39
33,4,479,11,15,2,3,0,4,1,0,0,34,39
17,5,7968,11,15,2,12,0,4,1,0,0,56,39
2,4,7172,11,15,4,12,3,4,0,0,0,17,39
56,6,6271,11,15,6,3,1,4,1,0,0,16,39
20,5,16749,15,1,2,4,0,1,1,0,0,71,37
18,4,27124,9,4,2,5,0,4,1,0,0,61,41
29,2,10953,9,4,2,10,0,2,1,0,0,34,39
20,4,20706,9,4,2,10,5,4,0,0,0,45,39
54,6,3260,11,15,6,1,1,4,0,0,0,28,39
8,2,16210,15,1,4,1,4,2,0,0,0,34,39
22,4,6694,11,15,2,3,0,4,1,0,0,34,39
24,4,1383,11,15,0,6,3,4,0,52,0,34,39
26,2,22130,12,5,2,10,5,4,0,0,0,34,39
57,5,14768,11,15,2,4,0,4,1,0,0,23,39
45,4,10973,9,4,2,12,0,4,1,0,0,12,39
15,2,11354,8,2,3,3,1,4,1,0,0,34,39
7,4,12829,12,5,4,10,3,4,0,0,0,34,39
6,4,23257,11,15,4,3,2,4,1,0,0,34,39
11,4,26461,5,10,4,1,3,4,1,0,0,34,32
37,4,4273,11,15,2,1,0,4,1,0,0,34,39
41,4,4381,11,15,4,4,1,4,0,0,0,37,39
17,4,25759,11,15,5,1,1,4,1,0,0,42,39
22,4,22707,14,6,2,4,5,4,0,20,0,42,39
2,4,11895,11,15,4,12,1,4,0,0,0,34,39
2,4,23274,11,15,4,6,3,4,1,0,0,34,39
4,0,7486,15,1,4,0,1,4,0,0,0,34,39
10,4,5482,6,11,5,3,1,4,1,0,0,34,39
15,4,8469,7,3,4,7,3,2,1,0,0,42,39
27,4,15945,11,15,2,1,0,4,1,0,0,34,39
10,7,12610,9,4,4,10,1,4,1,0,0,23,39
20,2,22385,15,1,2,3,0,4,1,96,0,34,39
35,7,2801,12,5,2,10,5,2,0,0,39,34,39
41,4,5753,11,15,2,7,0,4,1,0,0,28,39
13,4,19282,12,5,2,10,0,1,1,0,42,39,20
21,4,7441,8,2,0,8,3,4,1,0,0,17,39
22,5,18588,12,5,4,10,1,4,0,0,0,34,39
1,4,15771,1,13,4,6,3,4,1,0,0,6,39
10,2,14089,8,2,4,1,3,4,1,0,0,37,39
17,2,20653,15,1,2,4,0,0,1,0,0,34,39
7,4,10502,15,1,4,4,1,2,0,0,0,12,39
12,4,17618,9,4,2,3,0,4,1,0,0,45,39
46,4,11134,11,15,6,8,4,4,0,0,0,16,39
5,4,24284,11,15,4,12,3,4,1,0,0,50,39
3,4,15836,15,1,4,3,3,4,1,0,0,34,39
12,0,23994,11,15,5,0,4,2,0,0,0,12,39
14,4,5891,11,15,2,10,0,4,1,0,0,50,39
13,4,8661,11,15,5,1,4,4,0,0,0,34,39
22,1,1804,15,1,2,1,0,4,1,0,0,42,39
24,4,21490,11,15,0,1,4,4,0,0,0,29,39
24,4,21467,8,2,5,8,1,4,1,0,0,34,39
7,7,24106,9,4,4,10,1,4,1,0,0,34,39
50,2,10441,9,4,0,1,4,2,0,102,0,28,39
29,5,10044,12,5,4,4,1,4,1,0,15,45,39
29,4,9497,1,13,2,6,0,4,1,0,0,39,39
7,2,9807,15,1,4,11,4,3,1,8,0,34,39
6,4,27543,11,15,4,12,3,4,1,0,0,28,39
35,6,9516,9,4,2,4,0,4,1,0,0,45,39
19,4,18280,11,15,4,14,1,4,1,0,0,39,39
7,7,18949,8,2,4,1,3,4,0,0,0,34,39
15,4,1768,11,15,4,1,4,2,0,62,0,28,39
31,6,25662,15,1,0,14,1,4,1,0,0,34,39
23,4,10802,6,11,2,6,0,4,1,0,0,34,39
20,4,15616,9,4,2,10,0,4,1,0,0,95,39
14,5,21549,11,15,4,3,1,4,1,0,0,38,39
18,0,11664,11,15,2,0,5,4,0,0,0,3,39
26,1,28031,9,4,0,1,4,4,0,0,0,34,39
44,4,4331,11,15,0,1,1,4,0,0,0,34,39
21,4,13341,11,15,2,1,5,4,0,0,0,29,39
10,4,20210,15,1,2,3,0,4,1,0,0,39,39
6,4,12823,9,4,4,10,3,4,0,0,0,34,39
46,4,5223,5,10,0,12,1,4,0,0,0,34,39
35,4,27614,11,15,2,3,0,4,1,0,0,34,39
28,4,5726,8,2,0,10,1,4,0,0,0,25,39
11,4,21806,9,4,4,4,1,2,1,35,0,45,39
2,0,22973,15,1,4,0,1,4,0,0,0,17,39
6,4,19853,12,5,4,10,1,4,1,0,0,34,39
39,2,16607,11,15,0,4,1,4,0,0,0,34,39
23,4,25585,5,10,4,5,3,4,1,0,0,34,39
7,4,19396,15,1,4,13,3,4,0,0,0,12,39
8,4,12550,5,10,2,6,0,4,1,0,0,34,26
40,4,7627,11,15,0,1,2,2,0,0,0,34,39
21,6,8263,15,1,5,12,1,1,1,0,0,56,24
11,6,13039,11,15,4,3,1,4,1,0,0,50,39
13,4,2973,9,4,4,12,3,4,0,0,0,12,12
36,4,18678,11,15,0,12,1,4,0,0,0,56,9
8,4,6243,11,15,4,7,3,4,1,0,0,34,39
0,4,18023,11,15,4,1,3,4,1,0,0,12,39
39,4,28382,5,10,2,7,5,4,0,94,0,39,39
34,4,27207,11,15,2,3,0,4,1,0,0,34,39
11,4,5496,15,1,4,4,4,4,0,0,0,31,39
21,2,4193,11,15,2,11,0,4,1,0,0,34,39
23,4,13830,2,14,0,3,1,4,1,0,0,34,39
18,4,5474,11,15,0,6,4,2,0,0,0,29,39
20,7,24591,9,4,4,10,1,4,1,0,0,31,39
10,4,18940,11,15,1,3,0,4,1,0,0,34,39
3,4,5862,15,1,4,1,3,4,0,0,0,17,39
1,0,19956,11,15,4,0,3,4,1,0,0,34,39
25,4,16038,11,15,2,3,0,2,1,0,0,34,39
31,2,26297,12,5,5,1,4,2,0,0,0,34,39
43,0,4065,11,15,2,0,0,4,1,0,0,36,39
8,4,27736,9,4,2,1,5,4,0,0,0,34,39
21,4,4758,11,15,4,8,4,2,0,0,0,16,39
62,2,4744,10,7,6,10,4,4,0,0,0,34,39
30,4,2809,15,1,2,3,0,4,1,0,0,71,39
27,6,26527,9,4,0,4,1,4,1,0,0,34,39
11,1,19269,9,4,4,13,1,2,0,0,0,34,39
29,6,20171,11,15,2,4,0,4,1,0,0,45,39
0,4,5417,0,12,4,12,3,4,0,0,0,12,39
10,4,16549,15,1,0,1,4,2,0,0,0,29,39
10,1,16738,9,4,4,14,2,4,1,0,0,28,39
26,4,13469,11,15,2,10,5,4,0,0,0,28,39
34,6,6708,12,5,0,4,4,4,1,49,0,45,39
9,6,20917,9,4,4,12,1,4,1,0,0,56,39
5,4,10380,15,1,4,11,3,4,1,0,0,17,39
49,0,16945,15,1,2,0,0,4,1,0,0,34,39
10,4,8322,8,2,4,3,1,4,1,0,0,34,39
9,4,1208,9,4,4,12,3,4,1,0,0,45,39
13,4,130,9,4,2,12,5,4,0,64,0,50,39
18,4,17022,11,15,2,7,0,4,1,0,0,34,39
32,4,19594,15,1,0,13,4,2,0,0,0,28,39
32,4,25995,7,3,2,12,0,4,1,0,0,39,39
66,5,15528,0,12,2,5,0,4,1,29,0,45,39
17,4,24401,9,4,2,10,0,4,1,0,0,61,20
10,4,10423,11,15,4,14,1,2,1,35,0,34,39
6,4,14414,15,1,4,8,4,4,0,0,0,42,8
13,4,5096,15,1,2,6,0,4,1,0,0,34,39
44,4,13147,11,15,2,11,0,4,1,0,0,34,39
42,4,7099,11,15,0,3,1,4,0,0,0,34,39
1,4,1518,11,15,4,5,3,4,1,0,0,34,39
4,7,6770,15,1,4,13,3,4,1,0,0,23,39
10,4,26461,15,1,4,8,1,4,1,0,0,34,39
31,4,11057,11,15,0,1,1,4,0,0,0,23,39
19,4,8416,4,9,5,7,1,4,0,0,0,34,39
17,4,28292,6,11,5,1,4,4,0,0,0,31,39
23,4,15495,11,15,0,3,1,4,1,0,0,45,39
34,4,8466,10,7,2,10,0,4,1,0,0,56,39
9,4,18439,11,15,4,3,3,4,1,0,0,34,39
40,7,18434,15,1,0,3,1,4,0,0,0,34,39
20,4,19621,9,4,2,4,0,4,1,0,0,45,39
19,4,10238,11,15,4,1,1,2,0,0,0,34,39
20,4,1357,9,4,2,12,0,4,1,0,0,56,39
7,4,4354,15,1,4,12,3,4,1,0,0,12,39
20,4,9031,9,4,4,8,1,4,1,0,0,32,39
46,6,4876,9,4,2,12,0,4,1,0,0,23,39
19,4,26859,11,15,4,8,3,2,1,0,0,28,39
42,4,975,15,1,4,10,1,4,0,0,0,31,39
4,4,28244,15,1,4,12,1,4,0,0,0,39,39
46,6,8731,15,1,2,4,0,4,1,0,0,56,39
7,4,1959,9,4,4,4,3,4,1,0,0,42,39
9,4,211,0,12,2,1,5,4,0,0,0,34,39
15,4,26608,10,7,4,10,1,4,1,67,0,39,39
5,4,13389,11,15,2,3,0,0,1,0,0,34,39
42,4,7334,9,4,2,4,0,4,1,0,50,45,39
26,2,1886,11,15,3,5,4,2,1,0,0,34,39
46,4,1036,15,1,6,1,4,4,0,0,0,37,39
25,4,21103,9,4,4,4,4,4,0,0,0,45,39
26,4,13239,11,15,2,7,0,4,1,0,0,34,31
20,4,21990,11,15,4,7,4,4,1,21,0,34,39
27,4,14020,5,10,2,7,0,3,1,0,0,34,27
13,4,4475,6,11,2,5,0,4,1,0,0,34,39
31,4,28094,15,1,4,1,1,4,0,0,0,37,39
7,4,25196,9,4,4,10,3,4,0,0,0,12,39
16,4,12657,14,6,2,10,0,4,1,0,0,56,39
34,4,14206,5,10,2,14,0,4,1,0,0,34,5
9,4,21532,15,1,0,1,1,4,0,0,0,34,39
26,4,6576,9,4,2,5,0,4,1,0,0,45,39
13,4,18675,11,15,2,7,0,2,1,0,0,34,39
28,1,14927,15,1,2,14,0,4,1,0,0,61,39
11,4,22823,9,4,4,1,1,4,1,1,0,56,39
13,4,12305,7,3,2,4,5,4,0,0,0,45,37
17,4,4122,11,15,4,13,1,4,1,0,0,34,39
32,4,11531,15,1,2,10,0,4,1,0,0,14,39
30,2,27061,9,4,2,10,0,4,1,65,0,34,39
16,4,21462,15,1,2,12,0,4,1,0,0,47,39
9,5,26995,11,15,4,5,1,4,1,0,0,45,39
35,6,20028,11,15,2,3,0,4,1,0,0,50,39
29,4,20347,11,15,2,3,0,2,1,0,0,34,39
18,4,2814,9,4,2,3,0,4,1,0,0,45,39
11,4,428,15,1,4,12,2,4,0,0,0,34,39
33,7,19206,11,15,2,10,0,4,1,0,0,47,39
7,4,18277,11,15,2,7,5,4,0,0,0,16,39
11,6,25464,15,1,4,3,1,4,1,0,18,34,39
17,4,21539,11,15,5,1,1,4,1,0,0,34,39
34,6,19296,9,4,2,12,0,4,1,0,0,45,39
19,4,5589,9,4,4,4,3,4,1,0,0,50,39
33,4,11293,12,5,2,13,0,4,1,0,0,34,39
47,2,18640,6,11,2,8,0,4,1,0,0,34,39
4,4,17148,11,15,0,12,2,4,0,0,0,34,39
1,4,26119,1,13,4,12,3,2,0,0,0,12,39
14,4,26009,11,15,4,8,3,2,1,0,0,34,39
33,4,17908,11,15,2,4,0,4,1,0,0,45,39
11,4,26853,14,6,4,10,1,4,1,0,0,50,39
36,4,8433,15,1,2,4,0,4,1,0,0,45,39
2,4,6625,11,15,4,14,3,4,1,0,0,34,39
4,4,26907,11,15,4,6,1,1,0,0,0,27,35
42,0,10426,15,1,6,0,1,4,0,0,62,34,39
24,0,21567,11,15,0,0,4,4,0,0,0,34,39
16,4,6290,11,15,2,7,0,4,1,0,0,34,39
41,4,2215,11,15,2,9,2,1,0,0,0,56,30
8,4,11499,15,1,4,6,3,4,1,0,0,23,39
18,4,13333,9,4,2,8,0,4,1,0,0,34,39
34,6,16023,11,15,2,3,0,4,1,111,0,42,39
24,4,7498,15,1,0,1,1,4,0,0,0,50,39
35,2,866,12,5,2,10,0,4,1,0,0,45,39
14,4,5542,11,15,2,3,0,4,1,0,0,37,39
18,4,22874,11,15,0,8,1,4,0,0,0,34,39
7,4,10225,8,2,2,3,0,4,1,0,0,39,39
24,4,1333,11,15,2,3,0,4,1,0,0,56,39
33,2,13637,15,1,0,8,4,2,0,0,0,34,39
7,4,19449,9,4,4,12,1,4,1,0,0,39,39
5,4,4229,15,1,4,13,3,4,1,0,0,34,39
25,6,13239,14,6,2,10,0,4,1,0,43,45,39
46,7,17346,11,15,0,1,1,4,0,0,0,19,39
9,4,26915,15,1,2,10,5,1,0,0,0,34,39
4,0,18099,11,15,4,0,3,4,1,0,0,34,39
20,7,21814,11,15,5,8,4,4,0,0,0,34,39
27,7,6801,11,15,0,1,4,4,0,0,0,31,39
23,4,4538,8,2,2,3,0,4,1,0,0,34,39
35,4,1943,9,4,0,10,4,4,0,0,34,34,39
13,4,11257,11,15,2,6,0,4,1,0,0,34,39
14,7,12780,15,1,4,4,1,4,1,0,0,34,39
34,4,19988,15,1,2,14,0,4,1,79,0,34,39
11,4,16892,0,12,4,8,2,0,1,0,0,34,26
23,4,10912,11,15,2,3,0,4,1,0,0,34,4
16,4,22866,11,15,2,3,0,4,1,0,0,34,39
30,1,20558,9,4,2,4,0,4,1,0,0,34,39
18,4,21901,11,15,4,13,1,4,1,0,0,34,39
29,4,6755,12,5,0,4,4,4,0,0,0,76,39
18,5,24863,7,3,4,5,3,4,1,0,0,28,39
2,4,6630,11,15,4,1,3,4,0,0,0,17,39
35,4,26708,15,1,2,12,0,4,1,111,0,39,39
23,2,5186,9,4,2,10,0,4,1,122,0,71,39
25,4,6125,11,15,0,8,4,4,0,0,0,34,39
38,4,11586,11,15,5,11,1,4,1,0,0,78,39
9,4,27632,9,4,4,12,1,4,1,0,0,34,39
29,1,13014,8,2,2,1,0,4,1,0,0,34,39
35,6,26583,15,1,2,12,0,4,1,0,0,45,39
24,4,16544,8,2,4,10,1,4,0,0,0,56,39
25,4,27616,11,15,2,10,0,4,1,0,0,42,39
46,0,2876,15,1,0,0,1,4,0,0,0,44,39
5,4,20059,9,4,2,1,3,0,0,57,0,17,39
6,4,27962,6,11,2,7,0,4,1,0,0,34,39
